"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04-24","9.17",,,"0.00","   67",,,"77","89","70","  525","  240","  250",,"19.9","27.1","    1","    1",,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04-25","7.16",,,"0.00","   82",,,"76","86","68","  639","  250","  230",,"17.0","29.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04-26","7.83",,,"0.00","   85",,,"76","85","65","  666","  110","  120",,"17.0","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04-27","9.62",,,"0.00","   80",,,"82","89","78","  625","  120","  120",,"19.9","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04-28","13.87",,,"0.00","   65",,,"83","88","79","  508","  100","  110",,"23.0","29.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04-29","17.22",,,"0.00","   54",,,"82","88","79","  425","  100","  100",,"23.0","30.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-04-30","17.90",,,"0.00","   54",,,"82","88","79","  427","  100","  110",,"23.9","32.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-01","14.54",,,"0.00","   37",,,"82","86","78","  289","  120","  120",,"21.0","30.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-02","10.07",,,"0.14","   44",,,"82","88","71","  350","  110","  330",,"18.1","28.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-03","8.28",,,"0.00","   74",,,"79","88","71","  585","   90","  120",,"18.1","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-04","9.17",,,"0.00","   61",,,"82","88","77","  484","  130","  150",,"17.0","25.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-05","10.74",,,"0.47","   21",,,"80","87","70","  168","  260","  250",,"18.1","28.0","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-06","7.61",,,"0.00","   93",,,"74","83","67","  739","  330","  320",,"21.0","28.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-07","6.49",,,"0.00","   94",,,"74","85","66","  749","  340","  280",,"13.0","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-08","4.03",,,"0.00","   93",,,"77","87","67","  744","   90","  100",,"15.0","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-09","5.59",,,"0.00","   89",,,"79","88","71","  713","  120","  130",,"16.1","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-10","5.37",,,"0.00","   90",,,"80","89","72","  723","  130","  150",,"14.1","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-11","6.04",,,"0.00","   92",,,"80","88","72","  737","  130","  130",,"15.0","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-12","7.16",,,"0.00","   82",,,"81","89","72","  655","  150","  120",,"17.0","25.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-13","8.95",,,"0.00","   70",,,"83","93","75","  565","  230","  210",,"21.0","30.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-14","7.83",,,"0.37","   48",,,"82","90","74","  383","  210","  190",,"16.1","25.9","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-15","6.71",,,"0.00","   80",,,"81","93","72","  646","  140","  160",,"16.1","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-16","11.63",,,"0.00","   62",,,"83","89","76","  498","   90","   90",,"25.1","30.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-17","16.11",,,"0.16","   65",,,"83","89","80","  526","  100","   90",,"25.1","30.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-18","14.32",,,"0.89","   45",,,"83","88","76","  360","   80","   80",,"25.9","32.0","    1",,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-19","16.55",,,"0.00","   33",,,"82","89","79","  270","  100","  130",,"23.0","31.1",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-20","13.87",,,"0.00","   77",,,"84","88","80","  622","  100","  100",,"19.9","25.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-21","11.63",,,"0.00","   88",,,"83","88","78","  715","   90","  100",,"18.1","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-22","8.50",,,"0.00",,,,"82","88","77",,"  110","  140",,"18.1","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-23","10.07",,,"0.00","   66",,,"83","89","77","  535","  150","  150",,"21.0","30.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-24","10.96",,,"0.47","   57",,,"85","92","73","  463","  250","  260",,"31.1","42.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-25","8.28",,,"0.01","   10",,,"81","91","76","   82","  210","  220",,"21.9","31.1",,,"    1",,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-26","5.59",,,"0.17","   60",,,"84","93","79","  489","  130","  130",,"13.0","17.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-27","6.04",,,"0.01","   71",,,"86","95","81","  580","  120","  130",,"16.1","21.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-28","5.82",,,"0.00",,,,"86","98","77",,"  260","  150",,"14.1","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-29","5.37",,,"0.00","   66",,,"85","93","78","  543","  120","  130",,"15.0","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-30","7.61",,,"0.00","   58",,,"85","92","80","  472","  110","  140",,"17.0","27.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-05-31","10.29",,,"0.00","   64",,,"86","92","81","  522","  110","  120",,"16.1","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-01","7.38",,,"0.03",,,,"85","91","79",,"  140","  110",,"17.0","27.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-02","5.82",,,"5.19","    5",,,"81","85","74","   39","   40","   40",,"21.0","25.9","    1","    1","    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-03","4.70",,,"0.17","    6",,,"79","85","76","   49","  130","  180",,"17.0","21.0","    1",,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-04","6.04",,,"0.66","    5",,,"80","87","76","   39","  140","  140",,"13.0","18.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-05","6.93",,,"0.11","    2",,,"83","88","77","   18","  140","  160",,"15.0","23.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-06","4.70",,,"2.15",,,,"78","85","74",,"  320","  320",,"16.1","23.0","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-07","7.16",,,"1.94","    6",,,"77","86","72","   53","  290","  280",,"15.0","25.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-08","10.96",,,"0.33","   35",,,"80","92","75","  285","  250","  240",,"25.9","36.0","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-09","4.92",,,"0.35","   28",,,"81","89","76","  231","  190","  190",,"21.0","28.0","    1",,"    1",,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-10","7.38",,,"0.00","   23",,,"81","89","76","  193","   90","  130",,"17.0","19.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-11","10.96",,,"0.00","   54",,,"85","91","82","  449","  110","  110",,"23.0","28.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-12","10.74",,,"0.04","   20",,,"85","90","80","  168","   90","   80",,"16.1","21.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-13","7.83",,,"0.00","   57",,,"84","90","80","  472","  110","  140",,"16.1","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-14","6.26",,,"0.19","   14",,,"83","89","78","  117","  110","  120",,"21.0","23.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-15","5.59",,,"0.19","   48",,,"83","90","76","  397","  140","  130",,"17.0","23.9","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-16","4.92",,,"0.16","   50",,,"80","89","76","  409","  130","  140",,"17.0","23.9","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-17","7.38",,,"0.07","   62",,,"83","89","77","  515","  110","  110",,"18.1","21.9",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-18","9.62",,,"0.23",,,,"83","91","76",,"   90","  120",,"23.9","31.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-19","10.96",,,"1.48","    2",,,"81","87","76","   15","  120","  110",,"28.0","36.9","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-20","14.54",,,"0.00","   49",,,"85","90","82","  403","  110","  120",,"23.9","31.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-21","12.30",,,"0.01","   35",,,"85","91","79","  290","  120","  120",,"23.0","30.0",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-22","11.86",,,"0.00","   74",,,"85","90","79","  610","  110","  100",,"18.1","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-23","11.18",,,"0.00","   76",,,"85","90","82","  625","  110","  130",,"17.0","27.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-24","10.51",,,"0.00","   83",,,"86","91","82","  683","  110","  150",,"17.0","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-25","9.62",,,"0.00","   89",,,"86","91","82","  731","  130","  130",,"16.1","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-26","8.05",,,"0.00","   75",,,"86","92","82","  614","  110","  130",,"16.1","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-27","4.70",,,"0.25","   36",,,"84","92","80","  294","  310","  140",,"17.0","23.0",,,"    1",,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-28","5.37",,,"0.69","   36",,,"84","92","76","  294","   80","   80",,"17.0","25.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-29","4.70",,,"1.63","   34",,,"84","90","78","  279","   50","   50",,"17.0","21.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-06-30","8.95",,,"0.10","   65",,,"85","91","80","  532","  140","  140",,"18.1","23.9",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-01","9.84",,,"0.00","   71",,,"87","92","83","  589","  100","  150",,"15.0","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-02","9.17",,,"0.00","   75",,,"86","92","81","  617","  110","  100",,"17.0","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-03","10.29",,,"0.00",,,,"87","92","83",,"  110","  140",,"17.0","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-04","8.95",,,"0.00","   44",,,"86","91","82","  361","  100","  120",,"15.0","19.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-05","10.74",,,"0.01",,,,"87","93","81",,"  100","   90",,"18.1","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-06","10.29",,,"0.01","   76",,,"87","92","83","  621","   90","  120",,"15.0","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-07","6.49",,,"0.00","   58",,,"87","93","81","  472","  120","  160",,"14.1","19.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-08","5.82",,,"0.00","   52",,,"86","93","81","  430","  110","  100",,"16.1","21.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-09","8.05",,,"0.00","   81",,,"86","92","82","  667","  110","  140",,"15.0","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-10","7.83",,,"1.69",,,,"85","91","77",,"   90","  130",,"21.9","29.1","    1",,"    1",,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-11","6.26",,,"0.02","   53",,,"84","91","76","  434","  100","  100",,"17.0","25.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-12","6.93",,,"5.49","   28",,,"84","91","74","  228","  100","   90",,"28.0","33.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-13","12.53",,,"0.20","   54",,,"83","91","78","  438","   90","   90",,"21.0","25.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-14","11.63",,,"0.00","   57",,,"86","92","83","  465","  100","  110",,"17.0","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-15","7.83",,,"0.00","   56",,,"86","93","80","  455","   80","   80",,"21.9","25.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-16","5.82",,,"0.00","   38",,,"85","91","80","  310","   90","  100",,"15.0","19.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-17","6.71",,,"0.02",,,,"85","93","79",,"  120","  110",,"19.9","25.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-18","3.36",,,"1.15","   33",,,"82","92","76","  266","  240","  240",,"18.1","23.9","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-19","3.36",,,"0.10","   40",,,"83","91","77","  323","  220","  160",,"13.0","17.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-20","3.58",,,"0.06","   43",,,"84","90","79","  348","  140","  140",,"13.0","17.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-21","2.91",,,"2.29","   19",,,"83","92","72","  156","  250","  250",,"19.9","29.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-22","5.14",,,"0.00","   45",,,"84","91","77","  366","  130","  120",,"13.0","17.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-23","6.71",,,"0.00","   34",,,"86","92","82","  275","  110","  140",,"15.0","23.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-24","5.37",,,"0.00","   38",,,"87","93","81","  305","  120","  170",,"14.1","21.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-25","4.47",,,"0.05","   37",,,"86","94","82","  302","  230","  140",,"14.1","19.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-26","6.93",,,"0.00","   54",,,"87","92","82","  435","   90","  110",,"14.1","19.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-27","6.71",,,"0.06","   81",,,"87","94","80","  649","   90","  120",,"15.0","25.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-28","4.25",,,"0.01","   51",,,"86","93","81","  408","  190","  170",,"15.0","21.0",,,"    1",,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-29","5.14",,,"0.30","   27",,,"85","92","81","  219","  280","  280",,"21.0","25.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-30","7.38",,,"0.03","   30",,,"86","94","78","  239","  280","  280",,"21.9","30.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-07-31","8.05",,,"0.96",,,,"80","85","75","    0","  280","  280",,"19.9","32.0","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-01","5.14",,,"0.57","   31",,,"81","92","75","  249","  300","  260",,"18.1","27.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-02","6.04",,,"0.00","   63",,,"83","93","75","  505","  110","  160",,"15.0","23.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-03","7.61",,,"0.00","   77",,,"87","92","82","  613","  130","  130",,"18.1","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-04","10.96",,,"0.00","   74",,,"87","92","83","  593","  100","  140",,"19.9","27.1",,,,,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-05","10.29",,,"0.00","   75",,,"88","93","84","  599","  120","  150",,"17.0","23.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-06","11.18",,,"0.05","   71",,,"87","93","82","  565","  120","  150",,"23.9","29.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-07","11.41",,,"0.03","   70",,,"87","92","82","  556","  100","  130",,"19.9","25.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-08","10.74",,,"0.00","   82",,,"87","93","82","  645","  130","  140",,"18.1","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-09","10.51",,,"0.00","   69",,,"88","93","83","  545","   80","   80",,"21.0","25.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-10","4.47",,,"0.94","    3",,,"84","90","78","   20","  170","  170",,"12.1","21.0","    1",,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-11","4.03",,,"0.32","   44",,,"83","90","77","  348","  130","  140",,"14.1","17.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-12","5.59",,,"0.00","   78",,,"85","93","79","  611","  100","  120",,"15.0","23.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-13","4.92",,,"0.00","   64",,,"87","95","80","  506","  150","  140",,"15.0","21.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-14","4.25",,,"0.00","   66",,,"87","94","81","  516","  210","  210",,"19.9","25.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-15","4.25",,,"0.06","   45",,,"87","93","81","  354","  120","  140",,"14.1","18.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-16","3.80",,,"0.00","   61",,,"87","95","81","  473","  120","  150",,"14.1","19.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-17","6.93",,,"0.00","   78",,,"88","94","82","  610","  120","  150",,"16.1","21.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-18","6.71",,,"0.50","   78",,,"88","95","81","  610","  100","  120",,"17.0","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-19","8.05",,,"0.05","   64",,,"87","94","80","  497","  110","   90",,"17.0","23.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-20","8.05",,,"0.36","    5",,,"84","91","78","   36","   80","   80",,"19.9","23.0","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-21","9.62",,,"0.36","   58",,,"87","93","80","  449","   90","  100",,"29.1","36.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-22","8.50",,,"0.13","   54",,,"86","93","80","  415","   90","   80",,"17.0","23.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-23","3.58",,,"0.87",,,,"83","89","76",,"   90","   90",,"17.0","25.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-24","5.82",,,"1.14",,,,"81","87","74",,"  230","  220",,"18.1","28.0","    1",,"    1",,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-25","4.70",,,"1.33","    6",,,"79","87","73","   48","  210","  190",,"21.9","31.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-26","4.70",,,"0.53","    2",,,"79","85","76","   16","  250","  250",,"15.0","23.0","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-27","5.14",,,"1.26","    4",,,"81","91","75","   30","  270","  250",,"21.9","33.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-28","6.49",,,"0.01","   38",,,"83","93","76","  287","  150","  170",,"17.0","25.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-29","4.70",,,"0.06","   48",,,"85","94","79","  364","  360","  160",,"14.1","27.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-30","6.04",,,"0.00","   74",,,"87","94","81","  562","  120","  140",,"13.0","17.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-08-31","8.72",,,"0.00","   64",,,"88","93","84","  487","  110","  120",,"13.0","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-01","7.61",,,"0.45","   41",,,"88","93","79","  309","  130","  130",,"23.0","30.0",,,"    1",,,,"    1",,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-02","4.70",,,"1.03","   11",,,"83","88","74","   81","   90","   90",,"25.1","28.0","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-03","4.47",,,"0.00","   22",,,"85","93","80","  165","   90","   90",,"12.1","12.1",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-04","9.40",,,"0.00","   21",,,"85","92","79","  158","   80","   80",,"15.0","19.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-05","7.61",,,"0.00","   46",,,"86","93","79","  344","   90","   90",,"13.0","13.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-06","5.37",,,"0.00","   13",,,"85","91","82","   98","  190","  190",,"16.1","21.9",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-07","6.93",,,"0.00","   50",,,"87","94","81","  374","  120","  120",,"16.1","19.9",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-08","12.08",,,"0.00",,,,"88","94","84",,"   60","   30",,"23.9","32.0",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-09","19.46",,,"1.78",,,,"85","88","77",,"   90","   90",,"48.1","59.1","    1",,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-10","38.48",,,"5.18",,,,"79","83","76",,"  100","  100",,"53.0","72.0","    1",,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-11",,,,"0.00","   30",,,"89","90","82","  226","  240","  240",,"23.9","33.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-12","5.37",,,"0.00","   56",,,"85","92","79","  414","  270","  210",,"13.0","29.1",,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-13","4.92",,,"0.00","   24",,,"85","91","81","  180","  120","  140",,"14.1","23.0",,,"    1",,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","2017-09-14","5.37",,,"0.00","   30",,,"85","92","80","  224","   80","  100",,"15.0","18.1",,,,,,,,,,,,,
